Jitter (local),"Jitter (local, absolute)",Jitter (rap),Jitter (ppq5),Jitter (ddp),Shimmer (local),"Shimmer (local, dB)",Shimmer (apq3),Shimmer (apq5),Shimmer (apq11),Shimmer (dda),Median Pitch,Mean Pitch ,Standard deviation,Number of pulses,Number of periods,Class information
3.416,0.000209419,1.463,1.155,4.388,11.442,1.182,4.691,5.986,6.944,14.072,169.092,162.407,30.755,56,54,0
2.762,0.000175934,1.39,1.287,4.169,12.403,1.117,6.831,7.09,9.86,20.493,178.213,163.359,40.15,52,49,0
4.93,0.000274444,2.735,2.121,8.205,12.358,1.23,6.879,5.676,8.018,20.638,172.792,180.233,21.131,65,63,0
2.13,0.000122059,0.848,0.742,2.545,7.5,0.743,3.662,5.149,8.568,10.986,178.129,173.599,23.426,43,42,0
3.084,0.000155444,1.338,1.266,4.013,9.92,1.006,4.286,5.438,9.817,12.859,194.579,197.29,47.045,97,92,0
4.58,0.000252078,2.313,2.157,6.939,14.48,1.286,7.547,8.834,13.191,22.642,164.16,180.14,86.934,54,49,0
0.792,0.000059694,0.472,0.446,1.415,7.632,0.733,3.831,3.811,5.524,11.494,132.824,132.787,1.669,561,559,0
0.94,0.000068209,0.538,0.45,1.615,8.561,0.767,4.279,4.376,7.211,12.838,135.126,137.804,28.715,805,798,0
0.652,0.000047912,0.4,0.334,1.201,11.071,0.955,6.189,6.399,7.973,18.567,135.703,136.006,1.536,206,205,0
2.726,0.0002147,1.451,1.506,4.352,17.84,1.597,9.351,8.88,27.882,28.053,126.767,126.475,6.9,20,19,0
3.441,0.000255297,1.563,1.274,4.689,11.496,1.123,5.748,7.665,10.601,17.245,134.777,134.526,16.988,40,38,0
5.291,0.000282661,2.972,2.866,8.917,13.269,1.21,5.989,10.171,15.3,17.968,138.03,179.168,75.216,44,41,0
3.113,0.000225444,1.637,2.166,4.911,15.432,1.468,5.614,7.407,8.053,16.841,135.738,137.756,6.313,29,28,0
3.721,0.000288402,2.342,1.809,7.025,10.931,0.987,6.228,6.183,9.285,18.685,129.411,129.513,2.974,22,21,0
6.925,0.000520464,3.571,5.13,10.712,18.719,1.581,8.469,10.437,21.248,25.408,134.731,135.533,8.882,43,41,0
6.591,0.000501425,3.594,3.02,10.783,14.68,1.351,8.078,7.974,14.588,24.235,126.935,129.796,8.459,48,45,0
8.343,0.000614477,5.433,5.478,16.3,17.362,1.514,8.309,9.826,13.26613636,24.928,132.301,136.459,12.643,28,25,0
2.821,0.000201505,1.432,1.561,4.296,17.256,1.549,8.466,9.274,17.926,25.398,140.259,140.371,14.095,49,47,0
1.429,0.000108056,0.505,0.402,1.516,28.513,2.262,18.772,18.347,13.26613636,56.315,134.058,133.012,4.545,13,12,0
3.906,0.000264307,1.833,2.053,5.498,15.511,1.386,7.397,9.493,26.758,22.191,143.782,146.302,14.105,85,79,0
1.492,0.000107631,0.614,0.795,1.843,11.047,1.1,4.092,5.516,11.239,12.275,138.718,138.643,8.53,154,152,0
2.262,0.000158384,0.889,1.367,2.667,12.078,1.095,4.591,5.88,11.324,13.774,143.07,142.816,7.788,98,95,0
2.656,0.000192614,1.051,1.131,3.152,14.275,1.374,6.877,9.875,10.894,20.63,135.654,137.514,13.032,76,70,0
4.317,0.000291907,1.958,1.81,5.875,12.085,0.999,6.368,6.558,13.26613636,19.104,151.867,149.318,10.216,22,20,0
2.637,0.000191142,1.212,1.133,3.635,13.469,1.278,5.987,9.008,14.291,17.962,131.113,137.556,15.94,40,39,0
3.355,0.000229264,1.375,1.748,4.125,14.344,1.298,7.363,11.02,19.96,22.09,147.812,145.795,11.863,39,37,0
2.933,0.000223871,1.39,1.463,4.169,10.886,0.988,5.663,7.51,8.105,16.99,125.607,129.887,12.571,50,49,0
4.707,0.000341616,2.642,2.713,7.926,18.873,1.56,10.045,13.106,13.26613636,30.135,131.315,136.644,13.223,29,27,0
3.467,0.000238798,1.982,1.577,5.945,13.206,1.192,8.049,7.968,9.841,24.146,145.477,150.049,35.089,36,31,0
1.967,0.000149407,0.83,0.765,2.49,11.103,0.959,4.326,7.358,14.496,12.977,130.89,131.944,7.19,29,28,0
2.418,0.000162132,1.109,0.999,3.328,11.274,0.957,4.602,4.646,5.489,13.806,131.143,147.319,36.787,50,47,0
1.946,0.000140622,0.582,0.767,1.746,10.047,0.883,3.927,5.856,13.867,11.781,131.653,137.499,12.36,43,42,0
0.532,0.000048106,0.302,0.323,0.906,7.116,0.636,3.589,4.868,6.208,10.766,110.61,110.604,0.953,558,557,0
0.391,0.000035237,0.225,0.263,0.675,8.649,0.762,4.39,6,7.137,13.169,111.006,110.929,0.626,201,200,0
0.591,0.000053302,0.347,0.36,1.04,6.917,0.601,3.909,4.295,5.219,11.726,110.997,110.948,1.096,595,594,0
1.81,0.000171405,0.865,1.025,2.596,12.349,1.102,4.987,7.079,15.514,14.96,102.97,105.255,5.834,45,44,0
3.005,0.000293034,1.432,1.313,4.297,12.548,1.154,4.411,5.54,9.006,13.232,103.558,103.661,6.066,17,15,0
10.075,0.000776606,4.66,13.542,13.979,26.416,2.21,18.507,7.1856,11.39231818,55.522,118.34,123.89,11.817,6,5,0
1.404,0.000134122,0.7,1.113,2.099,8.707,0.861,4.553,5.156,4.354,13.66,105.976,104.627,2.698,26,25,0
3.494,0.00022434,1.788,1.768,5.364,13.135,1.302,6.008,7.824,12.987,18.025,106.528,176.614,153.626,57,49,0
2.949,0.000290378,1.501,1.194,4.504,9.554,0.952,4.222,5.296,7.838,12.667,99.473,102.094,6.651,36,34,0
2.351,0.000240613,1.093,1.168,3.279,10.927,1.006,3.626,5.3,12.472,10.878,97.463,98.153,4.003,42,41,0
5.354,0.000543045,2.487,1.384,7.46,14.281,1.344,6.479,2.851,11.39231818,19.436,97.786,95.953,5.219,16,14,0
3.104,0.000268925,1.371,0.973,4.112,16.28,1.484,5.56,9.478,14.428,16.679,110.463,114.786,13.501,27,25,0
1.364,0.000125352,0.603,0.503,1.809,7.651,0.696,3.012,3.409,13.676,9.037,109.331,108.666,2.9,15,14,0
2.764,0.000237722,1.255,1.414,3.764,12.348,1.155,5.027,6.649,11.39231818,15.082,115.594,116.083,13.498,72,66,0
2.02,0.000179832,0.725,0.835,2.174,10.945,1.073,5.303,8.076,12.054,15.91,113.664,112.539,11.58,117,114,0
2.798,0.000253438,0.977,0.975,2.932,11.074,1.008,3.955,6.94,16.481,11.865,109.94,109.492,12.557,74,70,0
2.723,0.000247869,1.049,1.659,3.148,15.763,1.361,8.249,10.454,6.767,24.748,101.094,109.984,20.724,42,38,0
5.125,0.000363169,1.787,1.906,5.36,14.329,1.137,5.533,10.403,11.39231818,16.6,111.324,135.781,67.555,23,20,0
1.317,0.000130863,0.528,0.721,1.584,12.311,1.13,5.633,7.583,11.775,16.899,101.623,101.213,3.637,50,49,0
3.239,0.00023191,1.357,1.494,4.072,21.049,1.603,9.049,14.272,33.319,27.146,98.85,149.168,135.473,62,56,0
1.42,0.000128593,0.684,0.579,2.051,14.412,1.248,5.833,6.005,7.968,17.5,109.892,110.501,3.359,37,34,0
3.995,0.000346058,2.319,2.135,6.956,12.901,1.227,5.429,5.74,9.482,16.287,94.774,121.27,100.915,43,38,0
3.154,0.000325244,1.138,0.97,3.415,10.426,0.963,5.443,6.815,3.606,16.328,96.134,95.541,10.128,28,26,0
2.052,0.000214685,1.013,1.219,3.039,10.977,1.05,4.431,6.38,19.227,13.293,96.017,95.134,6.372,35,33,0
4.383,0.000298868,1.51,1.422,4.529,18.615,1.854,5.725,11.45,9.461,17.176,111.772,154.742,122.177,59,52,0
1.664,0.000180308,0.816,0.908,2.447,17.657,1.681,7.618,11.777,11.652,22.854,93.047,93.456,5.161,26,24,0
0.209,0.000007735,0.107,0.116,0.322,1.555,0.142,0.762,0.927,1.252,2.285,271.033,270.1,4.573,551,550,0
0.19,0.000006495,0.088,0.081,0.265,1.185,0.103,0.496,0.708,1.282,1.488,293.066,293.096,5.477,310,309,0
0.366,0.000010797,0.21,0.18,0.629,2.512,0.236,1.292,1.492,1.89,3.877,339.943,338.646,9.836,492,491,0
0.886,0.000042219,0.293,0.41,0.88,8.741,0.949,3.392,6.047,8.279,10.177,218.584,210.208,13.937,41,40,0
2.82,0.00015434,0.934,0.88,2.801,15.869,1.373,7.024,11.902,8.481,21.073,179.144,182.771,13.376,32,30,0
3.839,0.000219737,0.845,0.735,2.535,9.835,0.908,5.19,6.735,7.03,15.57,190.202,188.857,7.209,33,32,0
1.243,0.000069617,0.368,0.458,1.103,7.818,0.767,3.235,4.415,6.086,9.705,180.776,179.753,5.533,39,38,0
1.445,0.000081697,0.577,0.557,1.73,11.499,0.956,6.351,7.382,7.55,19.053,180.154,178.784,5.356,38,37,0
1.236,0.000071979,0.501,0.612,1.504,11.802,1.111,5.911,7.779,8.527,17.733,173.106,171.415,6.147,55,53,0
1.086,0.000063179,0.557,0.54,1.671,14.875,1.479,3.842,5.569,27.79,11.525,172.01,172.458,5.865,56,53,0
2.06,0.000122239,0.858,0.753,2.573,16.186,1.439,5.512,7.385,24.937,16.537,165.182,168.829,12.649,31,29,0
2.302,0.000119785,1.041,1.148,3.123,14.581,1.377,6.232,6.639,15.877,18.695,206.633,190.595,28.418,51,49,0
1.845,0.000102819,0.845,0.679,2.534,13.116,1.309,5.309,7.808,10.774,15.928,180.792,180.433,6.75,19,18,0
2.596,0.00009415,1.123,1.324,3.37,9.123,0.931,3.06,4.345,9.41,9.179,273.876,278.185,50.244,276,268,0
1.291,0.000051563,0.511,0.516,1.533,7.252,0.793,2.572,3.87,7.119,7.716,245.715,250.814,39.5,362,357,0
2.344,0.000089308,1.1,1.277,3.3,11.462,1.195,4.553,7.429,13.048,13.658,262.393,263.742,25.182,284,278,0
2.966,0.000109247,1.353,1.608,4.058,8.683,1.051,2.382,4.03,10.818,7.146,272.132,273.676,30.45,314,306,0
2.805,0.000100469,1.281,1.707,3.842,7.895,0.951,2.053,3.74,9.863,6.159,286.524,280.361,24.494,105,102,0
1.703,0.000063816,0.671,0.815,2.014,11.549,1.154,3.511,7.295,15.363,10.533,268.669,268.891,40.968,149,148,0
1.386,0.000050428,0.613,0.692,1.84,8.307,0.96,2.667,4.392,8.837,8,275.055,274.718,17.298,127,124,0
2.547,0.000090963,1.329,1.462,3.988,12.262,1.139,4.995,7.948,13.968,14.986,279.941,281.274,22.796,158,157,0
1.344,0.000047604,0.508,0.508,1.523,7.403,0.734,2.719,4.233,7.134,8.158,278.319,282.709,16.566,128,126,0
1.833,0.000063467,0.847,0.999,2.542,9.918,1.178,4.191,5.958,8.946,12.573,282.476,290.773,28.35,125,123,0
2.006,0.000070765,0.924,0.932,2.773,9.532,0.971,4.174,6.129,11.745,12.523,280.785,283.545,38.387,131,130,0
1.853,0.000062273,0.977,1.127,2.931,10.209,1.071,4.074,6.361,9.242,12.222,295.992,296.906,18.181,160,159,0
1.395,0.000055274,0.502,0.774,1.506,6.719,0.747,1.923,4.18,8.083,5.768,258.924,252.579,33.494,116,115,0
0.918,0.000066898,0.408,0.532,1.224,5.093,0.477,2.497,3.079,4.575,7.49,138.117,137.528,6.186,233,231,0
0.384,0.000026664,0.171,0.179,0.512,3.351,0.32,1.8,1.838,2.512,5.399,144.349,143.885,4.326,179,178,0
0.343,0.000022897,0.131,0.164,0.394,3.041,0.345,1.247,1.698,2.601,3.74,150.088,149.561,5.079,170,169,0
3.721,0.000291156,1.557,1.886,4.672,5.954,0.629,2.267,3.621,3.709,6.802,128.085,128.34,9.948,40,39,0
2.394,0.000200751,0.924,0.652,2.773,7.947,0.764,3.031,4.957,8.714,9.094,120.042,119.764,6.115,32,30,0
6.198,0.000280885,2.948,3.032,8.845,10.301,1.247,3.945,5.373,9.9,11.835,128.524,246.438,155.095,92,79,0
2.33,0.000198639,0.969,1.549,2.907,10.05,1.085,3.488,6.109,11.754,10.465,116.23,117.548,8,44,43,0
3.126,0.000216433,1.422,1.71,4.266,20.056,1.962,7.066,11.593,41.28,21.197,112.938,148.616,112.785,47,43,0
4.542,0.000412897,2.627,2.828,7.88,17.763,1.548,7.535,8.812,19.646,22.606,111.097,110.394,6.948,55,54,0
1.442,0.000132378,0.636,0.813,1.907,9.183,0.807,4.11,4.594,11.94,12.331,108.209,108.983,7.472,41,40,0
2.834,0.000259459,1.53,1.9,4.591,19.016,1.765,7.795,5.891,13.2972,23.384,107.437,108.9,4.48,37,35,0
2.212,0.000191127,0.847,0.872,2.542,14.481,1.323,5.931,7.602,16.869,17.792,117.289,115.543,5.423,59,54,0
2.924,0.000248182,0.763,1.376,2.288,14.38,1.39,4.804,10.196,20.536,14.412,120.324,117.742,11.826,18,17,0
5.046,0.00040264,1.981,1.808,5.944,15.53,1.412,6.175,9.459,16.588,18.525,121.711,126.569,17.578,70,65,0
1.862,0.000139721,0.657,0.88,1.972,11.768,1.088,4.815,6.289,11.581,14.445,131.907,133.051,17.013,123,122,0
3.622,0.000289166,1.519,1.569,4.557,15.818,1.486,5.686,10.567,17.853,17.057,126.799,124.19,14.475,85,81,0
3.817,0.000307194,1.423,1.953,4.27,15.974,1.484,7.444,11.368,0.982,22.332,124.337,124.53,12.293,81,73,0
2.914,0.000218441,1.266,1.405,3.799,8.84,0.806,4.038,4.02,3.577,12.114,133.375,132.395,3.724,19,18,0
1.571,0.000129696,0.784,0.964,2.352,9.881,0.963,4.313,5.713,10.177,12.938,119.71,121.406,6.233,46,45,0
3.65,0.000310296,1.332,1.586,3.996,12.888,1.36,4.768,7.887,16.591,14.305,113.443,117.924,10.032,47,43,0
1.858,0.000156096,0.807,0.966,2.422,14.852,1.349,6.196,10.852,20.354,18.587,120.424,119.065,8.028,51,50,0
4.477,0.000364706,2.222,2.162,6.666,12.42,1.173,6.515,6.913,8.759,19.546,124.704,121.786,9.74,40,38,0
3.093,0.000257175,1.421,1.326,4.263,16.085,1.397,5.872,9.976,9.944,17.616,117.212,120.176,8.86,54,51,0
1.916,0.000161811,0.876,1.304,2.627,15.35,1.563,5.051,10.05,25.247,15.154,119.284,118.387,4.524,56,55,0
2.304,0.00019571,1.109,1.246,3.327,13.739,1.407,4.893,9.53,4.813,14.679,118.831,118.232,7.8,45,42,0
2.141,0.000189207,1.067,0.83,3.201,21.341,2.041,8.834,12.645,31.928,26.502,114.023,112.564,5.865,41,39,0
0.549,0.000033988,0.292,0.28,0.875,3.979,0.394,1.886,2.112,2.795,5.657,158.648,161.524,11.581,159,158,0
0.371,0.000022359,0.128,0.154,0.383,2.939,0.283,1.079,1.508,3.054,3.236,162.475,165.903,12.61,206,205,0
0.37,0.000020901,0.121,0.145,0.362,4.895,0.48,1.744,2.538,5.162,5.231,177.245,176.962,15.426,173,172,0
1.385,0.000072907,0.26,0.277,0.779,5.949,0.559,2.263,3.494,5.378,6.789,195.542,191.519,20.743,54,53,0
1.986,0.000109868,0.528,0.466,1.584,8.032,0.737,3.112,4.613,8.553,9.335,180.24,182.166,22.698,56,53,0
2.489,0.000111752,1.045,1.032,3.135,21.87,1.738,12.66,18.154,13.347,37.979,182.862,229.315,104.268,88,80,0
1.326,0.000068285,0.275,0.362,0.825,5.842,0.703,1.891,2.621,5.976,5.672,181.678,199.613,82.695,74,68,0
0.41,0.000024419,0.127,0.155,0.381,6.679,0.592,3.235,4.206,6.524,9.706,171.195,167.986,7.137,53,52,0
1.717,0.000110192,0.651,0.65,1.952,9.458,0.868,3.776,4.552,7.104,11.327,160.229,156.975,18.659,80,77,0
1.783,0.000105764,0.497,0.429,1.49,8.246,0.752,3.055,4.937,8.127,9.165,165.679,171.016,33.965,86,80,0
3.989,0.00017731,1.397,1.423,4.191,9.006,0.893,3.575,5.257,8.791,10.724,164.209,230.818,129.916,114,106,0
1.344,0.00006386,0.41,0.279,1.229,8.134,0.754,3.084,3.955,6.199,9.252,205.326,212.369,53.893,92,87,0
2.096,0.000123585,0.404,0.389,1.213,5.874,0.619,2.211,3.444,4.385,6.634,178.617,167.625,28.944,42,41,0
2.462,0.000120518,0.957,0.885,2.872,8.359,0.769,2.887,3.761,6.619,8.661,185.416,207.176,74.415,168,153,0
1.98,0.00010608,0.958,0.896,2.873,7.92,0.833,2.865,4.184,7.73,8.595,181.073,188.53,43.835,206,201,0
2.733,0.000134192,1.044,1.207,3.132,6.274,0.744,2.216,3.089,5.298,6.647,191.302,208.498,85.364,151,137,0
1.961,0.000103716,0.739,0.646,2.216,11.818,1.049,5.046,5.627,9.345,15.139,183.988,190.313,33.374,96,88,0
1.867,0.000103653,0.229,0.267,0.688,7.683,0.731,4.013,4.554,2.811,12.038,183.978,178.739,20.369,24,23,0
3.142,0.000184233,1.535,1.174,4.605,14.478,1.403,7.497,8.873,9.82,22.492,182.384,172.88,32.726,64,61,0
1.662,0.000086989,0.506,0.634,1.518,7.947,0.977,1.429,2.157,7.903,4.287,193.559,191.327,4.823,24,23,0
2.687,0.000174945,1.27,1.398,3.811,8.562,0.822,3.38,4.051,5.001,10.141,157.608,154.37,11.604,63,61,0
2.797,0.000150423,1.05,1.138,3.151,8.534,0.873,2.94,3.933,9.911,8.821,157.843,187.135,95.79,65,62,0
4.307,0.00025124,1.598,1.837,4.793,16.197,1.532,7.662,9.703,10.075,22.987,146.547,175.878,104.366,41,36,0
1.263,0.000075937,0.393,0.493,1.18,11.883,1.12,4.195,6.848,13.028,12.585,156.651,165.168,29.709,46,44,0
2.032,0.000137598,0.519,0.528,1.556,10.003,0.89,5.386,7.287,9.939,16.157,152.389,147.356,14.958,30,28,0
3.8,0.000185209,1.898,1.867,5.695,12.385,1.399,5.226,6.623,17.8,15.678,138.801,208.072,133.032,78,73,0
0.689,0.000041271,0.353,0.397,1.059,22.733,1.828,12.18,18.366,17.327,36.54,168.088,168.185,3.274,391,371,0
1.091,0.000059237,0.655,0.553,1.965,16.046,1.363,8.314,13.203,11.054,24.942,181.383,184.172,10.718,285,284,0
1.763,0.000094794,0.862,1.16,2.587,23.723,1.959,12.761,16.917,14.314,38.283,190.286,191.945,8.688,347,331,0
2.216,0.00011613,1.099,1.269,3.296,33.884,2.453,21.312,19.65772727,13.57408333,63.935,197.369,191.144,12.386,36,35,0
1.901,0.000091334,0.747,0.585,2.242,16.616,1.53,4.668,19.65772727,13.57408333,14.004,190.97,243.225,124.358,36,27,0
7.634,0.000206943,4.007,4.047,12.022,19.971,1.794,8.644,11.304,13.57408333,25.932,429.972,361.507,143.785,89,80,0
1.263,0.000064189,0.523,0.422,1.569,23.582,2.04,12.145,21.46,14.845,36.436,185.216,207.342,89.192,50,44,0
3.118,0.000108426,1.103,0.613,3.309,16.92,1.562,7.272,8.439,13.57408333,21.815,186.835,309.994,147.521,106,82,0
1.755,0.000092047,0.823,0.839,2.47,21.734,1.817,9.025,11.69,13.57408333,27.076,173.646,198.375,79.359,89,78,0
1.536,0.000086794,0.437,0.425,1.312,25.864,2.309,4.794,19.65772727,13.57408333,14.381,169.677,186.524,74.795,65,61,0
6.544,0.000176077,3.296,3.841,9.889,20.335,1.851,8.856,13.989,13.665,26.567,466.647,368.745,146.498,191,148,0
4.496,0.000238738,1.275,1.578,3.826,39.874,2.414,25.82,72.86,13.57408333,77.459,259.754,247.393,66.173,59,33,0
1.681,0.000103571,0.718,0.821,2.153,21.757,1.846,12.206,15.377,10.777,36.619,159.62,161.222,15.033,46,45,0
5.363,0.000153056,2.464,2.325,7.392,20.76,1.727,9.045,13.154,17.34,27.135,454.088,356.508,131.242,391,299,0
1.749,0.000075615,0.721,0.832,2.164,24.909,1.986,13.968,24.141,7.321,41.905,203.35,236.16,71.778,188,171,0
2.922,0.00011358,1.009,1.162,3.026,17.53,1.619,7.971,13.951,16.408,23.912,220.614,267.645,103.614,159,142,0
3.905,0.000131809,1.722,1.998,5.167,19.171,1.696,9.356,13.877,13.413,28.069,252.459,306.159,118.221,245,188,0
8.396,0.00030853,4.881,7.308,14.642,7.388,0.655,2.283,19.65772727,13.57408333,6.85,242.132,308.003,103.015,18,16,0
2.118,0.000121373,1.064,1.362,3.192,25.137,2.144,10.654,20.489,5.758,31.961,177.371,174.791,14.478,63,62,0
2.328,0.000109297,1.006,1.324,3.018,27.399,2.347,12.79,24.101,13.57408333,38.369,218.823,213.166,51.823,58,56,0
1.673,0.00009849,0.753,0.789,2.259,20.198,1.656,10.888,15.034,20.667,32.663,162.295,169.537,14.847,59,54,0
5.172,0.000185918,2.669,2.621,8.006,19.757,1.658,6.645,6.954,13.57408333,19.935,200.523,281.899,130.041,91,71,0
9.095,0.000228661,4.158,4.655,12.474,21.516,1.885,9.856,14.352,13.57408333,29.568,467.963,385.167,135.228,135,111,0
1.801,0.000101977,0.807,1.057,2.422,26.995,2.17,16.875,29.087,13.57408333,50.626,176.884,176.857,6.561,58,57,0
2.229,0.000098605,1.097,1.627,3.29,30.401,2.124,24.317,40.342,13.57408333,72.95,242.346,231.861,26.496,60,55,0
5.917,0.000161774,3.061,4.114,9.182,20.778,1.92,10.303,13.383,13.57408333,30.91,468.618,361.126,151.711,130,94,0
1.538,0.000110648,0.951,0.699,2.853,21.995,1.919,12.421,14.63,13.706,37.263,138.305,138.989,4.312,100,99,0
2.184,0.000117389,0.955,0.921,2.865,22.509,1.827,12.848,15.39,13.342,38.544,144.683,223.014,144.402,228,186,0
2.192,0.000116662,0.971,1.12,2.913,22.686,1.952,10.729,21.804,16.755,32.188,159.198,213.888,116.037,130,113,0
1.957,0.000107328,1.163,0.685,3.49,32.775,2.196,11.8298,18.51370588,17.39188889,35.4894,152.174,183.268,99.855,19,17,0
2.344,0.000108825,0.651,0.331,1.952,27.447,2.143,7.286,1.111,17.39188889,21.858,152.445,257.94,150.624,33,24,0
2.575,0.000115175,0.556,0.623,1.667,26.059,2.61,9.741,10.806,17.39188889,29.222,141.89,251.213,162.396,37,27,0
0.974,0.000068792,0.573,0.717,1.719,28.17,2.394,3.354,18.51370588,17.39188889,10.063,141.19,141.745,1.702,11,10,0
12.172,0.000248139,7.643,2.0704,22.929,20.707,1.771,12.792,11.893,17.604,38.375,466.999,470.456,12.078,75,53,0
8.703,0.000210114,4.98,6.018,14.94,30.271,2.084,4.71,18.51370588,17.39188889,14.131,428.933,439.98,26.561,43,32,0
13.503,0.00034421,7.729,10.197,23.188,21.835,1.572,11.565,18.51370588,17.39188889,34.694,429.845,444.355,25.704,45,27,0
13.338,0.000334454,8.016,8.103,24.048,31.488,1.969,13.087,18.51370588,17.39188889,39.26,418.842,418.596,0.631,32,24,0
14.376,0.000341099,7.508,8.203,22.525,23.195,1.791,14.343,18.51370588,17.39188889,43.029,428.637,440.334,21.602,52,33,0
0.639,0.000047197,0.267,0.392,0.801,26.702,2.448,9.421,18.51370588,17.39188889,28.264,135.327,135.51,0.89,12,11,0
3.944,0.000142688,1.601,1.367,4.802,22.919,2.061,10.789,13.873,17.39188889,32.366,225.681,302.472,147.192,168,132,0
1.35,0.000092864,0.578,0.774,1.733,27.586,2.267,16.223,21.632,17.39188889,48.668,136.347,152.627,78.688,93,83,0
5.89,0.000240942,2.799,2.19,8.397,22.51,1.863,10.202,15.058,17.39188889,30.607,387.79,302.029,152.268,135,90,0
5.466,0.000178488,3.416,2.545,10.247,23.389,1.971,11.515,18.51370588,17.39188889,34.544,300.639,322.575,158.552,63,46,0
2.157,0.000133585,0.4,0.617,1.2,21.439,1.885,9.958,14.767,25.858,29.875,159.043,159.576,11.911,16,15,0
0.96,0.000063433,0.468,0.595,1.404,31.165,2.563,16.188,27.532,17.39188889,48.565,151.449,151.916,8.685,50,48,0
2.327,0.00013347,1.151,1.169,3.452,28.306,2.5,13.778,30.712,17.39188889,41.334,151.187,180.17,97.347,44,39,0
1.097,0.000074067,0.308,0.393,0.923,27.243,2.286,15.665,21.253,26.247,46.994,141.416,147.114,9.904,39,37,0
3.772,0.000162218,1.648,1.069,4.945,21.454,1.774,14.154,15.478,10.082,42.462,166.625,258.136,140.295,78,60,0
3.335,0.000107986,1.53,1.33,4.589,24.345,1.916,18.08,40.251,17.39188889,54.24,322.543,329.451,160.622,79,57,0
1.312,0.000085465,0.434,0.639,1.302,26.762,2.268,10.135,18.51370588,17.39188889,30.406,149.674,153.588,16.184,42,41,0
0.823,0.000050652,0.378,0.501,1.134,23.356,2.027,13.21,20.04,15.921,39.629,175.862,162.166,21.872,44,42,0
1.077,0.00007637,0.516,0.562,1.548,25.151,2.24,13.551,18.503,17.012,40.654,140.714,140.593,4.892,25,24,0
0.388,0.000027713,0.134,0.177,0.401,6.802,0.599,4.006,4.143,4.164,12.017,139.896,140.185,5.943,787,786,0
0.464,0.000029424,0.153,0.166,0.459,5.455,0.511,2.97,3.715,3.729,8.91,155.809,158.676,36.722,311,308,0
0.55,0.000037051,0.229,0.26,0.686,10.358,0.937,6.058,6.958,6.631,18.175,153.981,148.333,18.52,355,354,0
1.713,0.000086531,0.729,0.66,2.186,14.882,1.477,6.44,13.562,13.57464286,19.319,151.338,211.619,115.604,60,53,0
6.239,0.000217459,2.969,3.395,8.908,24.205,1.842,12.514,13.562,13.57464286,37.542,381.409,295.748,139.946,88,72,0
2.565,0.000120269,0.943,0.906,2.829,22.769,2.052,5.907,13.562,13.57464286,17.722,147.834,236.577,117.861,55,48,0
1.548,0.000089426,0.644,0.385,1.933,29.709,2.263,13.374,24.902,13.57464286,40.122,137.836,186.537,116.189,63,57,0
12.278,0.0002998,7.123,9.272,21.37,26.469,1.942,17.839,12.311,13.57464286,53.518,426.718,425.761,24.452,171,147,0
8.117,0.000276758,4.157,5.168,12.472,25.453,2.036,11.334,7.648,13.57464286,34.003,378.455,303.228,133.81,79,69,0
0.877,0.000067441,0.5,0.574,1.501,31.29,2.721,5.276,13.562,13.57464286,15.828,130.25,130.166,0.89,11,10,0
11.792,0.000308369,5.651,6.989,16.953,27.43,2.274,9.764,5.01,13.57464286,29.291,386.606,388.178,6.004,83,69,0
1.366,0.000101768,0.521,0.654,1.562,29.022,2.465,6.027,13.562,13.57464286,18.082,131.632,134.713,10.947,30,28,0
1.705,0.000123309,0.584,0.908,1.751,22.398,1.948,13.241,13.32,13.57464286,39.722,137.643,138.611,4.275,13,12,0
3.56,0.000139837,1.494,1.621,4.483,21.646,1.882,10.756,16.907,21.057,32.268,172.573,278.993,149.145,254,188,0
1.666,0.000093383,0.657,0.788,1.971,24.083,1.953,13.462,18.968,16.084,40.387,165.116,191.212,86.753,170,146,0
2.342,0.000109089,1.129,1.143,3.388,24.724,2.045,12.668,20.292,15.888,38.005,175.656,222.121,105.144,218,196,0
3.416,0.00013494,1.404,1.624,4.213,23.066,1.745,12.345,19.955,23.33,37.034,198.113,270.63,129.265,346,286,0
3.424,0.000142902,1.186,1.036,3.558,17.999,1.778,7.951,5.242,13.57464286,23.854,167.284,253.748,154.528,32,24,0
1.384,0.000088632,0.344,0.395,1.032,23.548,1.991,12.727,22.211,13.57464286,38.181,160.677,159.615,13.011,43,41,0
1.775,0.000103667,0.588,0.713,1.765,18.226,1.475,9.254,15.479,13.794,27.762,174.34,176.847,54.513,62,57,0
1.12,0.000071478,0.309,0.454,0.926,20.012,1.631,11.129,18.274,17.248,33.387,156.641,156.511,11.419,54,52,0
1.647,0.000099403,0.617,0.641,1.85,15.469,1.402,8.098,11.369,11.315,24.293,155.388,177.641,64.406,64,56,0
2.564,0.000134566,0.908,0.737,2.723,19.494,1.718,9.657,13.558,12.244,28.972,157.817,201.735,116.296,66,56,0
1.976,0.000122422,0.739,0.806,2.216,20.587,1.773,8.735,11.787,13.951,26.204,160.038,161.857,14.353,59,57,0
2.267,0.000108078,0.739,0.569,2.217,20.453,1.764,10.934,17.498,15.467,32.803,175.029,237.591,128.94,110,90,0
2.195,0.000117937,0.696,0.933,2.089,18.659,1.611,10.617,15.255,15.143,31.85,164.558,209.567,99.145,65,56,0
